,time,temp,max_peak,sig_peak,avg_peak,freq,label
212,42013.83333,13.7,2.0,1.7,1.0,10.1,1.0
213,42013.875,13.7,1.8,1.7,1.1,9.6,1.0
214,42013.91667,13.5,2.0,1.8,1.2,9.6,1.0
215,42013.95833,13.6,2.5,1.8,1.1,9.4,1.0
216,42014.0,13.4,2.1,1.6,1.0,9.5,1.0
217,42014.04167,13.5,2.0,1.6,1.0,9.2,1.0
218,42014.08333,13.9,3.1,2.0,1.2,9.7,1.0
219,42014.125,13.9,2.7,1.9,1.2,9.0,1.0
220,42014.16667,13.9,2.5,1.8,1.1,8.9,1.0
221,42014.20833,13.5,2.1,1.4,0.9,8.8,1.0
222,42014.25,13.4,1.9,1.4,0.8,8.8,1.0
223,42014.29167,13.6,1.6,1.4,0.9,8.5,1.0
224,42014.33333,13.6,1.7,1.2,0.8,8.3,1.0
225,42014.375,13.5,1.6,1.2,0.8,8.2,1.0
226,42014.41667,13.5,1.7,1.2,0.8,8.1,1.0
227,42014.45833,13.5,1.4,1.1,0.6,8.0,1.0
228,42014.5,13.4,1.6,1.1,0.7,8.5,1.0
229,42014.54167,13.9,1.6,1.2,0.7,8.6,1.0
230,42014.58333,14.0,1.6,1.1,0.7,8.5,1.0
231,42014.625,13.9,1.6,1.2,0.8,8.7,1.0
232,42014.66667,13.8,1.7,1.3,0.8,8.6,1.0
233,42014.70833,13.8,1.5,1.2,0.7,8.8,1.0
234,42014.75,13.7,1.7,1.3,0.9,8.0,1.0
235,42014.79167,14.0,1.9,1.4,0.9,8.4,1.0
236,42014.83333,13.9,1.8,1.4,0.9,8.5,1.0
237,42014.875,14.1,1.7,1.3,0.9,8.6,1.0
238,42014.91667,14.2,1.4,1.2,0.8,8.5,1.0
239,42014.95833,14.2,1.4,1.2,0.8,8.5,1.0
240,42015.0,14.3,1.6,1.2,0.8,8.6,1.0
241,42015.04167,14.3,1.2,1.1,0.7,8.5,1.0
242,42015.08333,14.2,1.5,1.1,0.7,8.3,1.0
243,42015.125,14.4,1.4,1.1,0.7,8.3,1.0
244,42015.16667,14.1,1.2,0.9,0.6,8.3,1.0
245,42015.20833,13.9,1.2,0.9,0.5,8.3,1.0
246,42015.25,13.9,0.9,0.8,0.5,8.2,1.0
247,42015.29167,14.0,1.2,0.8,0.5,8.3,0.0
248,42015.33333,13.9,1.1,0.7,0.4,8.1,0.0
249,42015.375,13.7,1.0,0.7,0.4,7.8,0.0
250,42015.41667,13.7,1.0,0.7,0.4,7.8,0.0
251,42015.45833,13.6,0.9,0.7,0.4,7.7,0.0
252,42015.5,13.6,1.0,0.7,0.4,6.5,0.0
253,42015.54167,13.8,1.1,0.7,0.4,7.1,0.0
254,42015.58333,13.6,1.2,0.8,0.4,7.4,0.0
255,42015.625,13.6,1.0,0.7,0.4,7.6,0.0
256,42015.66667,13.5,1.1,0.7,0.4,7.4,0.0
257,42015.70833,13.7,1.1,0.7,0.4,7.1,0.0
258,42015.75,13.6,1.0,0.9,0.6,7.9,0.0
259,42015.79167,13.5,2.6,1.8,1.0,7.9,0.0
260,42015.83333,13.4,2.1,1.5,1.0,7.5,0.0
261,42015.875,13.5,1.8,1.4,0.9,7.3,0.0
262,42015.91667,14.2,1.8,1.3,0.8,7.1,0.0
263,42015.95833,14.2,2.2,1.7,1.0,8.0,0.0
264,42016.0,14.2,2.5,1.8,1.1,7.8,0.0
265,42016.04167,13.9,2.2,1.5,1.0,7.6,0.0
266,42016.08333,13.7,2.1,1.7,1.0,8.1,0.0
267,42016.125,13.7,1.9,1.5,0.9,7.7,0.0
268,42016.16667,13.6,1.9,1.5,0.9,7.5,0.0
269,42016.20833,13.6,1.8,1.5,1.0,7.9,0.0
270,42016.25,13.6,2.6,1.6,0.9,7.4,0.0
271,42016.29167,13.6,2.5,2.0,1.2,7.7,0.0
272,42016.33333,13.5,2.3,1.7,1.0,8.0,0.0
273,42016.375,13.5,2.6,1.9,1.2,8.1,0.0
274,42016.41667,13.6,2.9,2.2,1.4,8.4,1.0
275,42016.45833,13.7,2.6,2.1,1.3,8.2,1.0
276,42016.5,13.7,3.0,2.1,1.3,8.1,1.0
277,42016.54167,13.6,3.1,2.1,1.3,8.2,1.0
278,42016.58333,13.6,2.9,2.3,1.5,8.2,1.0
279,42016.625,13.5,3.2,2.4,1.5,8.4,1.0
280,42016.66667,13.5,2.8,2.5,1.6,8.9,1.0
281,42016.70833,14.1,3.4,2.5,1.6,8.9,1.0
282,42016.75,14.2,2.9,2.3,1.5,8.7,1.0
283,42016.79167,14.1,3.0,2.3,1.4,8.6,1.0
284,42016.83333,14.2,2.6,2.0,1.3,8.9,1.0
285,42016.875,14.0,2.0,1.7,1.1,8.3,1.0
286,42016.91667,13.9,2.1,1.5,0.9,7.8,1.0
287,42016.95833,13.9,1.9,1.6,1.0,8.1,1.0
288,42017.0,13.9,1.8,1.6,1.0,8.6,0.0
289,42017.04167,13.8,1.9,1.6,1.1,8.5,0.0
290,42017.08333,13.6,2.4,1.7,1.0,8.5,0.0
291,42017.125,13.4,2.3,1.8,1.1,8.4,0.0
292,42017.16667,13.3,2.8,1.7,1.0,8.7,0.0
293,42017.20833,13.3,2.5,2.0,1.2,8.9,0.0
294,42017.25,13.2,3.0,2.3,1.4,8.8,0.0
295,42017.29167,13.8,3.2,2.5,1.5,9.1,0.0
296,42017.33333,14.0,3.6,2.5,1.5,8.8,0.0
297,42017.375,13.6,2.7,1.8,1.2,8.5,0.0
298,42017.41667,14.1,2.5,2.0,1.3,8.7,0.0
299,42017.45833,14.2,2.0,1.7,1.1,8.5,0.0
300,42017.5,13.7,2.0,1.6,1.0,8.5,0.0
301,42017.54167,13.7,1.8,1.3,0.9,8.1,0.0
302,42017.58333,13.7,1.6,1.2,0.7,8.0,0.0
303,42017.625,13.5,1.7,1.2,0.8,8.8,0.0
304,42017.66667,13.6,1.7,1.2,0.7,8.1,0.0
305,42017.70833,13.5,1.4,1.1,0.7,8.2,0.0
306,42017.75,13.4,1.5,1.1,0.6,8.0,0.0
307,42017.79167,13.3,1.7,1.1,0.7,8.6,0.0
308,42017.83333,13.3,1.3,1.0,0.6,8.6,0.0
309,42017.875,13.2,1.3,1.0,0.6,8.9,0.0
310,42017.91667,13.2,1.4,1.1,0.7,8.8,0.0
311,42017.95833,13.2,1.4,1.1,0.7,8.9,0.0
312,42018.0,13.3,1.6,1.2,0.7,9.2,0.0
313,42018.04167,13.4,1.5,1.1,0.7,9.3,0.0
314,42018.08333,13.4,1.3,0.9,0.6,8.6,0.0
315,42018.125,13.3,1.5,1.0,0.6,8.8,0.0
316,42018.16667,13.3,1.6,1.2,0.8,9.0,0.0
317,42018.20833,13.5,1.3,1.1,0.7,8.9,0.0
318,42018.25,13.2,1.4,0.9,0.6,8.2,0.0
319,42018.29167,13.2,1.2,0.9,0.6,8.3,0.0
320,42018.33333,13.2,1.2,0.9,0.6,8.1,0.0
321,42018.375,13.2,1.0,0.9,0.5,8.4,0.0
322,42018.41667,13.2,1.1,0.8,0.5,8.1,0.0
323,42018.45833,13.1,1.0,0.8,0.5,8.3,0.0
324,42018.5,13.1,1.0,0.8,0.5,7.9,0.0
325,42018.54167,13.2,1.0,0.8,0.5,8.3,0.0
326,42018.58333,13.3,1.1,0.8,0.5,8.5,0.0
327,42018.625,13.2,1.0,0.8,0.5,8.1,0.0
328,42018.66667,13.4,1.1,1.0,0.6,8.9,0.0
329,42018.70833,13.5,1.1,0.8,0.5,8.6,0.0
330,42018.75,13.3,1.1,0.8,0.5,8.3,0.0
331,42018.79167,13.3,1.1,0.8,0.5,8.8,0.0
332,42018.83333,13.4,1.1,0.8,0.5,8.8,0.0
333,42018.875,13.4,1.1,0.9,0.5,8.5,0.0
334,42018.91667,13.4,1.1,0.8,0.5,8.2,0.0
335,42018.95833,13.3,0.8,0.7,0.4,8.1,0.0
336,42019.0,13.3,0.9,0.7,0.4,7.4,0.0
337,42019.04167,13.3,0.9,0.7,0.4,7.4,0.0
338,42019.08333,13.4,1.5,1.1,0.7,5.5,0.0
339,42019.125,13.4,1.6,1.2,0.7,5.7,0.0
340,42019.16667,13.3,1.8,1.3,0.8,6.0,0.0
341,42019.20833,13.4,1.6,1.1,0.7,5.9,0.0
342,42019.25,13.5,1.5,1.0,0.7,5.4,0.0
343,42019.29167,13.5,1.6,1.1,0.7,5.5,0.0
344,42019.33333,13.4,1.6,1.1,0.7,5.5,0.0
345,42019.375,13.4,1.4,1.1,0.7,5.5,0.0
346,42019.41667,13.6,1.8,1.2,0.7,5.5,0.0
347,42019.45833,13.6,1.7,1.2,0.8,5.7,0.0
348,42019.5,13.5,1.7,1.1,0.7,4.9,0.0
349,42019.54167,13.4,1.3,1.0,0.6,4.7,0.0
350,42019.58333,13.5,1.5,0.9,0.6,5.5,0.0
351,42019.625,13.6,1.4,1.0,0.6,5.4,0.0
352,42019.66667,13.7,1.7,1.2,0.7,5.7,0.0
353,42019.70833,13.7,3.0,1.9,1.1,7.2,0.0
354,42019.75,13.7,2.8,2.2,1.3,7.4,0.0
355,42019.79167,13.8,2.6,1.8,1.1,7.0,0.0
356,42019.83333,13.8,2.2,1.9,1.3,7.3,0.0
357,42019.875,13.8,2.8,2.0,1.3,7.4,0.0
358,42019.91667,13.8,2.2,1.7,1.1,7.1,0.0
359,42019.95833,13.7,2.4,1.7,1.0,6.9,0.0
360,42020.0,13.6,2.4,1.6,1.1,7.0,0.0
361,42020.04167,13.7,2.3,1.5,0.9,6.9,0.0
362,42020.08333,13.8,1.9,1.5,1.0,7.1,0.0
363,42020.125,13.7,2.2,1.8,1.2,7.1,0.0
364,42020.16667,13.7,2.3,1.6,1.0,7.4,0.0
365,42020.20833,13.6,2.1,1.5,0.9,7.3,0.0
366,42020.25,13.7,2.0,1.5,1.0,7.2,0.0
367,42020.29167,13.8,1.9,1.5,0.9,7.7,0.0
368,42020.33333,13.7,2.2,1.5,1.0,7.6,0.0
369,42020.375,13.8,1.8,1.3,0.9,7.3,0.0
370,42020.41667,13.8,2.1,1.6,1.0,7.9,0.0
371,42020.45833,13.8,1.8,1.4,0.9,7.6,0.0
372,42020.5,13.7,2.1,1.5,1.0,7.7,0.0
373,42020.54167,13.7,2.2,1.4,0.9,7.3,0.0
374,42020.58333,13.7,1.6,1.2,0.7,7.6,0.0
375,42020.625,13.5,1.4,1.2,0.7,7.6,0.0
376,42020.66667,13.5,1.2,1.0,0.7,7.5,0.0
377,42020.70833,13.4,1.2,0.9,0.6,7.5,0.0
378,42020.75,13.3,1.3,0.8,0.5,7.6,0.0
379,42020.79167,13.7,1.1,0.8,0.5,7.8,0.0
380,42020.83333,13.5,0.9,0.6,0.3,7.5,0.0
381,42020.875,13.3,0.9,0.6,0.4,6.5,0.0
382,42020.91667,13.2,0.6,0.5,0.3,7.0,0.0
383,42020.95833,13.1,0.6,0.4,0.3,6.6,0.0
384,42021.0,12.9,0.6,0.4,0.2,5.2,0.0
385,42021.04167,12.9,0.6,0.4,0.3,5.2,0.0
386,42021.08333,12.8,0.5,0.4,0.2,6.4,0.0
387,42021.125,12.7,0.6,0.4,0.3,6.9,0.0
388,42021.16667,12.6,0.7,0.4,0.3,6.0,0.0
389,42021.20833,12.6,0.8,0.6,0.3,6.8,0.0
390,42021.25,12.6,0.8,0.5,0.3,6.0,0.0
391,42021.29167,12.5,0.8,0.5,0.3,6.1,0.0
392,42021.33333,12.6,0.9,0.6,0.4,5.3,0.0
393,42021.375,12.7,1.1,0.7,0.4,6.1,0.0
394,42021.41667,12.6,1.1,0.7,0.4,5.5,0.0
395,42021.45833,12.5,1.2,0.8,0.5,7.1,0.0
396,42021.5,12.5,0.9,0.7,0.4,6.9,0.0
397,42021.54167,12.5,1.2,1.0,0.6,7.5,0.0
398,42021.58333,12.5,1.9,1.2,0.7,7.5,0.0
399,42021.625,12.9,2.8,1.9,1.1,8.2,0.0
400,42021.66667,13.1,2.1,1.7,1.1,8.0,0.0
401,42021.70833,13.1,2.4,1.8,1.1,8.1,0.0
402,42021.75,13.1,2.1,1.5,1.0,8.1,0.0
403,42021.79167,13.0,2.5,1.7,1.0,8.1,0.0
404,42021.83333,13.0,2.1,1.6,1.0,8.1,0.0
405,42021.875,13.0,2.1,1.6,0.9,8.3,0.0
406,42021.91667,12.8,2.3,1.7,1.1,8.4,0.0
407,42021.95833,12.9,1.9,1.4,0.8,8.1,0.0
408,42022.0,12.8,1.8,1.5,0.9,8.4,0.0
409,42022.04167,12.7,1.9,1.4,0.8,8.3,0.0
410,42022.08333,12.6,1.6,1.3,0.8,8.0,0.0
411,42022.125,12.4,1.8,1.2,0.7,7.4,0.0
412,42022.16667,12.3,1.7,1.2,0.7,7.8,0.0
413,42022.20833,12.4,1.5,1.0,0.6,6.8,0.0
414,42022.25,12.3,1.6,1.0,0.6,6.9,0.0
415,42022.29167,12.3,1.9,1.1,0.7,6.8,0.0
416,42022.33333,12.4,1.6,1.1,0.6,7.3,0.0
417,42022.375,12.5,1.7,1.1,0.7,7.1,0.0
418,42022.41667,12.5,1.4,1.1,0.6,7.6,0.0
419,42022.45833,12.4,1.3,0.9,0.5,8.2,0.0
420,42022.5,12.4,1.0,0.8,0.5,7.9,0.0
421,42022.54167,12.6,1.2,0.8,0.5,8.1,0.0
422,42022.58333,12.9,1.3,0.8,0.5,7.9,0.0
423,42022.625,12.7,1.3,0.9,0.5,7.0,0.0
424,42022.66667,13.2,1.4,1.0,0.6,6.7,0.0
425,42022.70833,13.0,1.2,0.9,0.5,7.3,0.0
426,42022.75,13.3,1.4,1.0,0.6,7.3,0.0
427,42022.79167,13.1,1.2,1.0,0.7,6.8,0.0
428,42022.83333,13.1,1.1,0.8,0.5,7.6,0.0
429,42022.875,12.8,1.0,0.9,0.6,7.5,0.0
430,42022.91667,13.5,1.3,0.8,0.5,7.5,0.0
431,42022.95833,13.0,1.1,0.7,0.5,6.8,0.0
432,42023.0,12.6,1.0,0.7,0.4,6.5,0.0
433,42023.04167,12.5,0.9,0.7,0.4,6.2,0.0
434,42023.08333,12.3,0.9,0.6,0.4,5.5,0.0
435,42023.125,12.3,0.8,0.5,0.3,5.3,0.0
436,42023.16667,12.3,0.7,0.5,0.3,5.3,0.0
437,42023.20833,12.4,0.7,0.5,0.3,5.2,0.0
438,42023.25,12.4,0.8,0.5,0.3,3.4,0.0
439,42023.29167,12.4,0.8,0.5,0.3,3.5,0.0
