,time,temp,max_peak,sig_peak,avg_peak,freq
118,42326.91667,0.0,3.6,3.1,2.1,8.2
119,42326.95833,0.0,4.1,2.9,1.8,8.2
120,42327.0,0.0,3.7,2.8,1.8,8.2
121,42327.04167,0.0,3.9,2.9,1.8,8.3
122,42327.08333,0.0,3.7,2.9,1.8,8.2
123,42327.125,0.0,3.3,2.8,1.7,8.1
124,42327.16667,0.0,3.2,2.4,1.5,8.1
125,42327.20833,0.0,3.3,2.5,1.6,8.0
126,42327.25,0.0,3.0,2.3,1.4,8.0
127,42327.29167,0.0,3.1,2.5,1.6,8.1
128,42327.33333,0.0,3.6,2.6,1.6,7.9
129,42327.375,0.0,2.7,2.1,1.3,7.9
130,42327.41667,0.0,3.1,2.5,1.6,8.3
131,42327.45833,0.0,2.6,2.1,1.4,8.1
132,42327.5,0.0,2.2,2.1,1.3,8.1
133,42327.54167,0.0,2.2,2.0,1.2,8.0
134,42327.58333,0.0,2.1,1.8,1.1,7.7
135,42327.625,0.0,2.8,1.9,1.1,7.8
136,42327.66667,0.0,2.5,1.8,1.1,7.7
137,42327.70833,0.0,2.2,1.7,1.0,7.8
138,42327.75,0.0,2.3,1.6,1.0,7.6
139,42327.79167,0.0,2.0,1.6,1.0,7.5
140,42327.83333,0.0,2.1,1.5,1.0,7.4
141,42327.875,0.0,1.9,1.4,0.9,7.3
142,42327.91667,0.0,1.9,1.4,0.9,6.9
143,42327.95833,0.0,1.8,1.4,0.9,6.8
144,42328.0,0.0,1.6,1.3,0.8,6.8
145,42328.04167,0.0,1.9,1.2,0.8,6.8
146,42328.08333,0.0,1.5,1.2,0.8,7.0
147,42328.125,0.0,1.6,1.2,0.7,6.9
148,42328.16667,0.0,1.3,1.0,0.7,6.7
149,42328.20833,0.0,1.4,1.1,0.7,6.6
150,42328.25,0.0,1.1,0.9,0.6,6.7
151,42328.29167,0.0,1.4,1.0,0.6,6.9
152,42328.33333,0.0,1.0,0.8,0.5,6.3
153,42328.375,0.0,1.2,0.9,0.6,6.7
154,42328.41667,0.0,1.1,0.8,0.5,6.5
155,42328.45833,0.0,1.0,0.8,0.5,6.9
156,42328.5,0.0,0.9,0.7,0.5,6.7
157,42328.54167,0.0,1.0,0.7,0.5,6.6
158,42328.58333,0.0,1.0,0.7,0.4,6.6
159,42328.625,0.0,0.9,0.7,0.4,6.4
160,42328.66667,0.0,1.0,0.7,0.4,6.4
161,42328.70833,0.0,0.9,0.6,0.4,6.3
162,42328.75,0.0,0.8,0.6,0.4,6.2
163,42328.79167,0.0,0.8,0.6,0.4,6.3
164,42328.83333,0.0,0.8,0.6,0.4,6.4
165,42328.875,0.0,1.0,0.6,0.4,6.2
166,42328.91667,0.0,0.8,0.6,0.4,6.1
167,42328.95833,0.0,0.7,0.6,0.4,5.9
168,42329.0,0.0,0.7,0.5,0.3,5.9
169,42329.04167,0.0,0.6,0.5,0.3,5.3
170,42329.08333,0.0,0.7,0.5,0.3,5.5
171,42329.125,0.0,0.6,0.5,0.3,5.5
172,42329.16667,0.0,0.6,0.5,0.3,5.9
173,42329.20833,0.0,0.8,0.6,0.4,6.1
174,42329.25,0.0,0.8,0.6,0.3,6.4
175,42329.29167,0.0,0.8,0.6,0.4,6.9
176,42329.33333,0.0,0.8,0.7,0.4,6.9
177,42329.375,0.0,1.0,0.7,0.4,6.6
178,42329.41667,0.0,1.2,0.7,0.4,6.8
179,42329.45833,0.0,1.1,0.8,0.5,7.1
180,42329.5,0.0,1.0,0.7,0.5,6.9
181,42329.54167,0.0,0.9,0.7,0.4,6.3
182,42329.58333,0.0,1.1,0.8,0.5,6.3
183,42329.625,0.0,1.0,0.8,0.5,6.0
184,42329.66667,0.0,1.1,0.8,0.5,5.8
185,42329.70833,0.0,1.1,0.8,0.5,5.5
186,42329.75,0.0,1.1,0.7,0.5,5.8
187,42329.79167,0.0,1.0,0.7,0.5,6.1
188,42329.83333,0.0,1.1,0.7,0.5,6.0
189,42329.875,0.0,1.0,0.7,0.5,5.9
190,42329.91667,0.0,1.1,0.7,0.5,6.0
191,42329.95833,0.0,1.2,0.8,0.5,5.7
192,42330.0,0.0,1.3,1.0,0.6,6.3
193,42330.04167,0.0,1.6,1.1,0.7,6.7
194,42330.08333,0.0,1.4,1.1,0.7,6.4
195,42330.125,0.0,1.8,1.4,0.9,6.9
196,42330.16667,0.0,1.7,1.3,0.8,6.5
197,42330.20833,0.0,1.8,1.4,0.9,6.5
198,42330.25,0.0,1.8,1.4,0.9,6.2
199,42330.29167,0.0,1.7,1.3,0.8,5.9
200,42330.33333,0.0,1.7,1.3,0.8,5.9
201,42330.375,0.0,1.8,1.4,0.9,6.1
202,42330.41667,0.0,1.8,1.4,0.8,6.4
203,42330.45833,0.0,1.9,1.4,0.9,6.5
204,42330.5,0.0,1.9,1.3,0.8,6.2
205,42330.54167,0.0,1.6,1.3,0.7,6.3
206,42330.58333,0.0,1.9,1.2,0.7,6.6
207,42330.625,0.0,1.7,1.2,0.8,6.9
208,42330.66667,0.0,1.5,1.2,0.8,6.6
209,42330.70833,0.0,2.2,1.4,0.9,7.1
210,42330.75,0.0,2.0,1.5,0.9,7.2
211,42330.79167,0.0,2.2,1.6,1.0,6.9
212,42330.83333,0.0,2.4,2.0,1.2,6.9
213,42330.875,0.0,2.8,2.0,1.2,6.9
214,42330.91667,0.0,2.4,2.1,1.3,7.1
215,42330.95833,0.0,3.1,2.1,1.3,7.1
216,42331.0,0.0,2.4,2.0,1.3,7.0
217,42331.04167,0.0,2.9,1.8,1.1,6.8
218,42331.08333,0.0,2.4,1.7,1.0,6.8
219,42331.125,0.0,2.3,1.8,1.0,7.3
220,42331.16667,0.0,2.1,1.7,1.1,7.2
221,42331.20833,0.0,2.1,1.7,1.0,6.9
222,42331.25,0.0,2.4,1.7,1.1,6.9
223,42331.29167,0.0,2.1,1.6,1.0,6.8
224,42331.33333,0.0,2.7,2.0,1.3,7.1
225,42331.375,0.0,2.6,2.1,1.3,7.2
226,42331.41667,0.0,2.9,2.0,1.3,7.4
227,42331.45833,0.0,2.9,2.0,1.3,7.8
228,42331.5,0.0,2.5,2.1,1.3,7.7
229,42331.54167,0.0,2.4,1.8,1.2,7.4
230,42331.58333,0.0,2.3,1.8,1.1,7.6
231,42331.625,0.0,2.5,2.1,1.3,7.5
232,42331.66667,0.0,2.3,1.8,1.2,7.6
233,42331.70833,0.0,2.1,1.8,1.1,7.4
234,42331.75,0.0,2.2,1.8,1.2,7.7
235,42331.79167,0.0,2.2,1.9,1.2,8.2
236,42331.83333,0.0,2.7,1.8,1.2,8.2
237,42331.875,0.0,3.1,2.2,1.3,8.1
238,42331.91667,0.0,2.3,2.0,1.2,8.3
239,42331.95833,0.0,2.5,1.8,1.1,7.9
240,42332.0,0.0,2.5,1.8,1.1,8.2
241,42332.04167,0.0,2.3,1.8,1.1,8.2
242,42332.08333,0.0,2.3,1.9,1.2,8.2
243,42332.125,0.0,2.3,1.7,1.1,8.0
244,42332.16667,0.0,2.1,1.7,1.1,8.3
245,42332.20833,0.0,2.0,1.5,0.9,8.2
246,42332.25,0.0,1.7,1.4,0.8,8.1
247,42332.29167,0.0,2.1,1.6,1.0,8.2
248,42332.33333,0.0,2.2,1.6,1.0,7.9
249,42332.375,0.0,2.7,1.8,1.1,7.9
250,42332.41667,0.0,2.4,1.9,1.2,7.6
251,42332.45833,0.0,3.0,2.1,1.3,7.7
252,42332.5,0.0,2.8,2.2,1.4,7.6
253,42332.54167,0.0,2.8,2.3,1.5,7.6
254,42332.58333,0.0,2.5,2.0,1.2,7.4
255,42332.625,0.0,3.0,2.3,1.5,7.9
256,42332.66667,0.0,2.9,2.4,1.6,8.3
257,42332.70833,0.0,3.3,2.5,1.6,8.1
258,42332.75,0.0,3.0,2.3,1.5,8.5
259,42332.79167,0.0,3.2,2.5,1.7,8.2
260,42332.83333,0.0,3.4,2.5,1.6,7.9
261,42332.875,0.0,2.9,2.4,1.5,8.1
262,42332.91667,0.0,3.3,2.5,1.6,8.5
263,42332.95833,0.0,3.4,2.4,1.5,7.7
264,42333.0,0.0,3.1,2.6,1.6,8.5
265,42333.04167,0.0,2.6,2.2,1.4,7.8
266,42333.08333,0.0,2.7,2.2,1.4,7.5
267,42333.125,0.0,2.8,2.3,1.5,8.1
268,42333.16667,0.0,2.8,2.2,1.4,8.2
269,42333.20833,0.0,2.7,2.0,1.3,7.8
270,42333.25,0.0,2.6,2.1,1.3,8.0
271,42333.29167,0.0,2.5,2.0,1.3,7.7
272,42333.33333,0.0,2.5,1.9,1.2,7.2
273,42333.375,0.0,2.4,1.9,1.2,7.1
274,42333.41667,0.0,2.4,1.9,1.2,7.3
275,42333.45833,0.0,2.3,1.9,1.2,7.5
276,42333.5,0.0,2.5,1.7,1.1,7.2
277,42333.54167,0.0,2.2,1.6,1.0,7.2
278,42333.58333,0.0,2.2,1.6,1.0,7.2
279,42333.625,0.0,2.1,1.6,1.0,7.6
280,42333.66667,0.0,2.0,1.4,0.9,7.2
281,42333.70833,0.0,1.9,1.5,1.0,7.4
282,42333.75,0.0,2.0,1.5,1.0,7.7
283,42333.79167,0.0,2.0,1.6,1.0,8.1
284,42333.83333,0.0,2.2,1.4,0.8,7.9
285,42333.875,0.0,1.8,1.3,0.8,7.5
286,42333.91667,0.0,1.7,1.2,0.8,7.8
287,42333.95833,0.0,1.6,1.3,0.8,7.8
288,42334.0,0.0,1.7,1.2,0.8,7.7
289,42334.04167,0.0,1.6,1.2,0.8,7.7
290,42334.08333,0.0,1.4,1.0,0.6,7.6
291,42334.125,0.0,1.3,1.1,0.7,7.7
292,42334.16667,0.0,1.3,1.0,0.6,7.4
293,42334.20833,0.0,1.2,0.8,0.5,7.1
294,42334.25,0.0,1.1,0.8,0.5,7.3
295,42334.29167,0.0,1.1,0.8,0.5,7.2
296,42334.33333,0.0,1.1,0.8,0.4,6.7
297,42334.375,0.0,1.0,0.8,0.4,7.1
298,42334.41667,0.0,1.3,0.9,0.6,7.6
299,42334.45833,0.0,1.4,1.0,0.6,7.9
300,42334.5,0.0,1.2,0.8,0.5,6.8
301,42334.54167,0.0,1.3,0.9,0.6,6.7
302,42334.58333,0.0,1.2,0.9,0.5,7.7
303,42334.625,0.0,1.1,0.8,0.5,7.9
304,42334.66667,0.0,1.1,0.7,0.4,7.0
305,42334.70833,0.0,1.2,0.8,0.5,8.1
306,42334.75,0.0,1.2,0.9,0.5,8.7
307,42334.79167,0.0,1.3,0.8,0.5,7.9
308,42334.83333,0.0,1.0,0.7,0.4,7.5
309,42334.875,0.0,1.3,0.9,0.5,8.8
310,42334.91667,0.0,1.3,1.0,0.6,8.9
311,42334.95833,0.0,1.5,1.3,0.8,9.7
312,42335.0,0.0,2.1,1.3,0.7,10.0
313,42335.04167,0.0,1.8,1.4,0.8,10.0
314,42335.08333,0.0,1.8,1.6,0.9,10.1
315,42335.125,0.0,2.2,1.7,1.0,10.8
316,42335.16667,0.0,2.2,1.8,1.0,10.5
317,42335.20833,0.0,2.0,1.6,0.9,9.8
318,42335.25,0.0,2.1,1.4,0.8,9.7
319,42335.29167,0.0,2.1,1.4,0.8,9.8
320,42335.33333,0.0,2.1,1.4,0.8,9.7
321,42335.375,0.0,2.0,1.6,0.9,10.4
322,42335.41667,0.0,2.0,1.5,0.9,9.9
323,42335.45833,0.0,2.1,1.4,0.8,9.1
324,42335.5,0.0,1.9,1.5,0.9,8.9
325,42335.54167,0.0,2.1,1.6,0.9,9.6
326,42335.58333,0.0,2.2,1.5,0.9,8.3
327,42335.625,0.0,2.3,1.5,0.9,9.1
328,42335.66667,0.0,2.1,1.4,0.9,9.8
329,42335.70833,0.0,2.1,1.4,0.8,9.9
330,42335.75,0.0,2.0,1.3,0.7,10.0
331,42335.79167,0.0,1.5,1.3,0.8,10.3
332,42335.83333,0.0,2.0,1.4,0.8,9.0
333,42335.875,0.0,2.1,1.3,0.8,8.7
334,42335.91667,0.0,1.7,1.1,0.7,8.2
335,42335.95833,0.0,1.7,1.0,0.6,9.8
336,42336.0,0.0,1.9,1.2,0.7,9.8
337,42336.04167,0.0,1.4,1.1,0.6,9.0
338,42336.08333,0.0,1.3,1.1,0.6,9.2
339,42336.125,0.0,1.6,1.0,0.6,8.3
340,42336.16667,0.0,1.3,1.0,0.6,8.4
341,42336.20833,0.0,1.5,1.0,0.6,8.3
342,42336.25,0.0,1.5,1.0,0.6,8.8
343,42336.29167,0.0,1.5,1.0,0.6,8.9
344,42336.33333,0.0,1.3,1.1,0.7,8.2
345,42336.375,0.0,1.3,1.0,0.7,8.3
346,42336.41667,0.0,1.4,1.1,0.7,8.9
347,42336.45833,0.0,1.5,1.1,0.7,8.3
348,42336.5,0.0,1.2,1.0,0.6,7.9
349,42336.54167,0.0,1.5,1.1,0.7,8.5
350,42336.58333,0.0,1.3,1.0,0.7,8.2
351,42336.625,0.0,1.4,1.0,0.6,8.2
352,42336.66667,0.0,1.4,1.0,0.6,8.7
353,42336.70833,0.0,1.5,1.1,0.7,8.4
354,42336.75,0.0,1.6,1.2,0.7,8.7
355,42336.79167,0.0,1.5,1.1,0.7,8.8
356,42336.83333,0.0,1.5,1.1,0.7,9.2
357,42336.875,0.0,1.6,1.1,0.7,9.3
358,42336.91667,0.0,1.2,1.0,0.6,9.1
359,42336.95833,0.0,1.4,1.0,0.7,9.4
360,42337.0,0.0,1.4,1.1,0.7,10.3
361,42337.04167,0.0,1.5,1.2,0.7,10.3
362,42337.08333,0.0,1.6,1.1,0.7,10.0
363,42337.125,0.0,1.8,1.2,0.7,10.1
364,42337.16667,0.0,1.4,1.2,0.7,10.3
365,42337.20833,0.0,1.8,1.5,0.9,10.5
366,42337.25,0.0,1.6,1.5,1.0,10.2
367,42337.29167,0.0,2.1,1.7,1.0,10.5
368,42337.33333,0.0,1.7,1.4,0.9,10.1
369,42337.375,0.0,1.9,1.4,0.8,10.2
370,42337.41667,0.0,1.6,1.4,0.9,10.0
371,42337.45833,0.0,1.5,1.3,0.8,9.7
372,42337.5,0.0,1.4,1.1,0.7,9.3
373,42337.54167,0.0,1.4,1.0,0.7,8.8
374,42337.58333,0.0,1.2,1.0,0.6,9.0
375,42337.625,0.0,1.3,1.0,0.6,8.5
376,42337.66667,0.0,1.5,1.0,0.7,8.6
377,42337.70833,0.0,1.6,1.1,0.7,8.9
378,42337.75,0.0,1.4,1.1,0.7,8.5
379,42337.79167,0.0,1.4,1.0,0.7,8.2
380,42337.83333,0.0,1.4,1.0,0.7,8.2
381,42337.875,0.0,1.4,1.0,0.6,8.2
382,42337.91667,0.0,1.2,0.9,0.6,8.0
383,42337.95833,0.0,1.6,1.0,0.6,8.2
384,42338.0,0.0,1.1,0.9,0.6,8.1
385,42338.04167,0.0,1.3,0.9,0.6,8.3
386,42338.08333,0.0,1.1,0.8,0.5,7.9
387,42338.125,0.0,1.0,0.8,0.5,8.0
388,42338.16667,0.0,0.9,0.7,0.4,7.6
389,42338.20833,0.0,0.9,0.7,0.5,8.0
390,42338.25,0.0,0.9,0.7,0.4,7.4
391,42338.29167,0.0,0.9,0.6,0.4,7.7
392,42338.33333,0.0,0.8,0.6,0.4,7.4
393,42338.375,0.0,0.8,0.6,0.3,7.6
394,42338.41667,0.0,0.7,0.5,0.3,7.7
395,42338.45833,0.0,0.7,0.5,0.3,7.1
396,42338.5,0.0,0.6,0.4,0.3,6.8
397,42338.54167,0.0,0.7,0.5,0.3,6.5
398,42338.58333,0.0,0.5,0.4,0.2,6.6
399,42338.625,0.0,0.5,0.4,0.2,7.1
400,42338.66667,0.0,0.6,0.4,0.3,7.3
401,42338.70833,0.0,0.5,0.4,0.2,7.6
402,42338.75,0.0,0.6,0.4,0.2,7.6
403,42338.79167,0.0,0.6,0.4,0.2,7.5
404,42338.83333,0.0,0.5,0.4,0.2,6.9
405,42338.875,0.0,0.5,0.4,0.3,6.6
406,42338.91667,0.0,0.6,0.5,0.3,6.1
407,42338.95833,0.0,0.7,0.6,0.4,5.3
408,42339.0,24.7,0.8,0.6,0.4,5.1
409,42339.04167,0.0,0.7,0.5,0.3,5.1
410,42339.08333,0.0,0.6,0.6,0.4,5.6
411,42339.125,0.0,0.8,0.6,0.4,6.0
412,42339.16667,0.0,0.7,0.5,0.3,5.7
413,42339.20833,0.0,0.7,0.5,0.3,5.5
414,42339.25,0.0,0.8,0.6,0.3,5.6
415,42339.29167,0.0,0.8,0.6,0.4,6.1
416,42339.33333,0.0,1.0,0.8,0.5,6.9
417,42339.375,0.0,1.0,0.9,0.6,7.2
418,42339.434030000004,12.6,0.0,0.0,0.0,0.0
419,42339.45833,16.8,1.3,1.0,0.6,7.2
420,42339.5,18.1,1.5,1.0,0.6,7.3
421,42339.54167,17.9,1.3,0.9,0.6,6.6
422,42339.58333,18.0,1.4,1.0,0.6,6.7
423,42339.625,18.0,1.3,0.9,0.6,7.0
424,42339.66667,18.1,1.1,0.9,0.5,6.4
425,42339.70833,18.7,1.3,0.9,0.6,6.9
426,42339.75,19.0,1.2,0.9,0.5,6.7
427,42339.79167,19.1,1.4,0.9,0.5,6.4
428,42339.83333,19.0,1.2,0.9,0.5,6.1
429,42339.875,19.0,1.1,0.8,0.5,5.9
430,42339.91667,19.2,1.2,0.8,0.5,5.6
431,42339.95833,19.3,1.2,0.9,0.6,5.8
432,42340.0,19.3,1.3,0.8,0.5,4.9
433,42340.04167,19.4,1.1,0.8,0.6,5.0
434,42340.08333,18.9,1.2,0.9,0.6,5.4
435,42340.125,18.8,1.0,0.7,0.5,5.3
436,42340.16667,18.7,1.0,0.7,0.4,5.1
437,42340.20833,18.6,0.9,0.7,0.5,5.1
438,42340.25,18.6,0.9,0.7,0.4,5.1
439,42340.29167,18.6,1.2,0.8,0.5,5.4
440,42340.33333,18.5,1.1,0.8,0.5,5.4
441,42340.375,18.5,1.1,0.8,0.5,5.3
442,42340.41667,18.6,1.2,0.8,0.5,5.4
443,42340.45833,18.8,1.2,0.9,0.6,4.7
444,42340.5,18.9,1.3,0.9,0.6,4.5
445,42340.54167,18.9,1.2,0.9,0.6,4.3
446,42340.58333,18.9,1.3,0.9,0.6,4.5
447,42340.625,18.9,1.4,1.0,0.6,4.7
448,42340.66667,18.9,1.4,1.0,0.7,4.7
449,42340.70833,18.9,1.6,1.2,0.8,5.1
450,42340.75,18.9,1.8,1.3,0.9,5.4
451,42340.79167,18.9,1.6,1.2,0.8,5.6
452,42340.83333,18.9,1.6,1.2,0.8,5.8
453,42340.875,19.0,1.3,0.9,0.6,5.6
454,42340.91667,19.1,1.0,0.8,0.5,5.7
455,42340.95833,18.9,0.9,0.6,0.4,5.6
456,42341.0,18.8,0.6,0.5,0.3,5.7
457,42341.04167,18.7,0.7,0.5,0.3,6.4
458,42341.08333,18.5,0.7,0.6,0.3,5.8
459,42341.125,18.4,0.8,0.6,0.4,6.3
460,42341.16667,18.5,0.9,0.7,0.4,6.5
461,42341.20833,18.2,0.7,0.6,0.4,6.1
462,42341.25,17.9,0.6,0.5,0.3,6.0
463,42341.29167,17.4,0.6,0.4,0.3,5.6
464,42341.33333,17.6,0.6,0.4,0.3,5.4
465,42341.375,17.5,0.7,0.4,0.3,4.9
466,42341.41667,17.5,0.6,0.5,0.3,3.6
467,42341.45833,17.5,0.7,0.5,0.3,4.0
468,42341.5,17.5,0.7,0.5,0.3,3.9
469,42341.54167,17.5,1.0,0.7,0.4,3.7
470,42341.58333,17.6,1.0,0.7,0.5,4.1
471,42341.625,17.7,0.9,0.7,0.4,4.5
472,42341.66667,17.8,1.0,0.7,0.4,4.7
473,42341.70833,18.0,1.0,0.7,0.5,4.9
474,42341.75,18.1,1.0,0.8,0.5,5.0
475,42341.79167,18.1,0.9,0.6,0.4,4.8
476,42341.83333,18.1,0.9,0.6,0.4,5.2
477,42341.875,18.1,1.0,0.6,0.4,5.2
478,42341.91667,18.1,0.7,0.6,0.4,5.0
479,42341.95833,18.2,0.7,0.5,0.3,4.9
480,42342.0,18.1,0.8,0.6,0.4,5.0
481,42342.04167,18.0,0.9,0.6,0.4,4.2
482,42342.08333,18.0,0.7,0.5,0.3,4.2
483,42342.125,18.0,0.8,0.6,0.4,4.1
484,42342.16667,17.5,0.8,0.6,0.4,4.0
485,42342.20833,17.2,1.0,0.6,0.4,4.0
486,42342.25,17.4,1.3,0.8,0.5,4.8
487,42342.29167,17.4,1.0,0.8,0.5,6.1
488,42342.33333,17.1,1.3,0.8,0.5,6.2
489,42342.375,17.2,1.3,0.9,0.6,5.1
490,42342.41667,17.4,1.0,0.7,0.4,6.8
491,42342.45833,17.2,1.2,0.9,0.6,5.0
492,42342.5,17.1,1.1,0.7,0.4,5.9
493,42342.54167,17.1,1.0,0.8,0.5,6.8
494,42342.58333,17.5,1.0,0.7,0.5,6.9
495,42342.625,17.3,0.9,0.7,0.4,6.5
496,42342.66667,17.3,1.0,0.7,0.5,6.3
497,42342.70833,17.4,1.0,0.7,0.4,6.4
498,42342.75,17.7,1.1,0.8,0.5,6.3
499,42342.79167,17.4,1.0,0.7,0.4,6.5
500,42342.83333,17.3,0.9,0.7,0.4,6.3
501,42342.875,17.8,1.0,0.7,0.4,6.2
502,42342.91667,17.2,0.9,0.7,0.4,6.7
503,42342.95833,17.2,0.8,0.6,0.4,6.5
